counter,red_count,green_count,blue_count,total_count,red_value,green_value,blue_value,total_value
773,1,0,0,1,5,0,0,5
774,1,0,0,1,5,0,0,5
775,1,0,0,1,5,0,0,5
776,1,0,0,1,5,0,0,5
777,1,0,0,1,5,0,0,5
778,1,0,0,1,5,0,0,5
779,1,0,0,1,5,0,0,5
780,1,0,0,1,5,0,0,5
781,1,0,0,1,5,0,0,5
782,1,0,0,1,5,0,0,5
783,1,0,0,1,5,0,0,5
784,1,0,0,1,5,0,0,5
785,1,0,0,1,5,0,0,5
786,1,0,0,1,5,0,0,5
787,1,0,0,1,5,0,0,5
788,1,0,0,1,5,0,0,5
789,1,0,0,1,5,0,0,5
790,1,0,0,1,5,0,0,5
791,1,0,0,1,5,0,0,5
792,1,0,0,1,5,0,0,5
793,1,0,0,1,5,0,0,5
794,1,0,0,1,5,0,0,5
795,1,0,0,1,5,0,0,5
796,1,0,0,1,5,0,0,5
797,1,0,0,1,5,0,0,5
798,1,0,0,1,5,0,0,5
799,1,0,0,1,5,0,0,5
800,1,0,0,1,5,0,0,5
801,1,0,0,1,5,0,0,5
802,1,0,0,1,5,0,0,5
803,1,0,0,1,5,0,0,5
804,1,0,0,1,5,0,0,5
805,1,0,0,1,5,0,0,5
806,1,0,0,1,5,0,0,5
807,1,0,0,1,5,0,0,5
808,1,0,0,1,5,0,0,5
809,1,0,0,1,5,0,0,5
810,1,0,0,1,5,0,0,5
811,1,0,0,1,5,0,0,5
812,1,0,0,1,5,0,0,5
813,1,0,0,1,5,0,0,5
814,1,0,0,1,5,0,0,5
815,1,0,0,1,5,0,0,5
816,1,0,0,1,5,0,0,5
817,1,0,0,1,5,0,0,5
818,1,0,0,1,5,0,0,5
819,1,0,0,1,5,0,0,5
820,1,0,0,1,5,0,0,5
821,1,0,0,1,5,0,0,5
822,1,0,0,1,5,0,0,5
823,1,0,0,1,5,0,0,5
824,1,0,0,1,5,0,0,5
825,1,0,0,1,5,0,0,5
826,1,0,0,1,5,0,0,5
827,1,0,0,1,5,0,0,5
828,1,0,0,1,5,0,0,5
829,1,0,0,1,5,0,0,5
830,1,0,0,1,5,0,0,5
831,1,0,0,1,5,0,0,5
832,1,0,0,1,5,0,0,5
833,1,0,0,1,5,0,0,5
834,1,0,0,1,5,0,0,5
835,1,0,0,1,5,0,0,5
836,1,0,0,1,5,0,0,5
837,1,0,0,1,5,0,0,5
838,1,0,0,1,5,0,0,5
839,1,0,0,1,5,0,0,5
840,1,0,0,1,5,0,0,5
841,1,0,0,1,5,0,0,5
842,1,0,0,1,5,0,0,5
843,1,0,0,1,5,0,0,5
844,1,0,0,1,5,0,0,5
845,1,0,0,1,5,0,0,5
846,1,0,0,1,5,0,0,5
847,1,0,0,1,5,0,0,5
848,1,0,0,1,5,0,0,5
849,1,0,0,1,5,0,0,5
850,1,0,0,1,5,0,0,5
851,1,0,0,1,5,0,0,5
852,1,0,0,1,5,0,0,5
853,1,0,0,1,5,0,0,5
854,1,0,0,1,5,0,0,5
855,1,0,0,1,5,0,0,5
856,1,0,0,1,5,0,0,5
857,1,0,0,1,5,0,0,5
858,1,0,0,1,5,0,0,5
859,1,0,0,1,5,0,0,5
860,1,0,0,1,5,0,0,5
861,1,0,0,1,5,0,0,5
862,1,0,0,1,5,0,0,5
863,1,0,0,1,5,0,0,5
864,1,0,0,1,5,0,0,5
865,1,0,0,1,5,0,0,5
866,1,0,0,1,5,0,0,5
867,1,0,0,1,5,0,0,5
868,1,0,0,1,5,0,0,5
869,1,0,0,1,5,0,0,5
870,1,0,0,1,5,0,0,5
871,1,0,0,1,5,0,0,5
872,1,0,0,1,5,0,0,5
873,1,0,0,1,5,0,0,5
874,1,0,0,1,5,0,0,5
875,1,0,0,1,5,0,0,5
876,1,0,0,1,5,0,0,5
877,1,0,0,1,5,0,0,5
878,1,0,0,1,5,0,0,5
879,1,0,0,1,5,0,0,5
880,1,0,0,1,5,0,0,5
881,1,0,0,1,5,0,0,5
882,1,0,0,1,5,0,0,5
883,1,0,0,1,5,0,0,5
884,1,0,0,1,5,0,0,5
885,1,0,0,1,5,0,0,5
886,1,0,0,1,5,0,0,5
887,1,0,0,1,5,0,0,5
888,1,0,0,1,5,0,0,5
889,1,0,0,1,5,0,0,5
890,1,0,0,1,5,0,0,5
891,1,0,0,1,5,0,0,5
892,1,0,0,1,5,0,0,5
893,1,0,0,1,5,0,0,5
894,1,0,0,1,5,0,0,5
895,1,0,0,1,5,0,0,5
896,1,0,0,1,5,0,0,5
897,1,0,0,1,5,0,0,5
898,1,0,0,1,5,0,0,5
899,1,0,0,1,5,0,0,5
900,1,0,0,1,5,0,0,5
901,1,0,0,1,5,0,0,5
902,1,0,0,1,5,0,0,5
903,1,0,0,1,5,0,0,5
904,1,0,0,1,5,0,0,5
905,1,0,0,1,5,0,0,5
906,1,0,0,1,5,0,0,5
907,1,0,0,1,5,0,0,5
908,1,0,0,1,5,0,0,5
909,1,0,0,1,5,0,0,5
910,1,0,0,1,5,0,0,5
911,1,0,0,1,5,0,0,5
912,1,0,0,1,5,0,0,5
913,1,0,0,1,5,0,0,5
914,1,0,0,1,5,0,0,5
915,1,0,0,1,5,0,0,5
916,1,0,0,1,5,0,0,5
917,1,0,0,1,5,0,0,5
918,1,0,0,1,5,0,0,5
919,1,0,0,1,5,0,0,5
920,1,0,0,1,5,0,0,5
921,1,0,0,1,5,0,0,5
922,1,0,0,1,5,0,0,5
923,1,0,0,1,5,0,0,5
924,1,0,0,1,5,0,0,5
925,1,0,0,1,5,0,0,5
926,1,0,0,1,5,0,0,5
927,1,0,0,1,5,0,0,5
928,1,0,0,1,5,0,0,5
929,1,0,0,1,5,0,0,5
930,1,0,0,1,5,0,0,5
931,1,0,0,1,5,0,0,5
932,1,0,0,1,5,0,0,5
933,1,0,0,1,5,0,0,5
934,1,0,0,1,5,0,0,5
935,1,0,0,1,5,0,0,5
936,1,0,0,1,5,0,0,5
937,1,0,0,1,5,0,0,5
938,1,0,0,1,5,0,0,5
939,1,0,0,1,5,0,0,5
940,1,0,0,1,5,0,0,5
941,1,0,0,1,5,0,0,5
942,1,0,0,1,5,0,0,5
943,1,0,0,1,5,0,0,5
944,1,0,0,1,5,0,0,5
945,1,0,0,1,5,0,0,5
946,1,0,0,1,5,0,0,5
947,1,0,0,1,5,0,0,5
948,1,0,0,1,5,0,0,5
949,1,0,0,1,5,0,0,5
950,1,0,0,1,5,0,0,5
951,1,0,0,1,5,0,0,5
952,1,0,0,1,5,0,0,5
953,1,0,0,1,5,0,0,5
954,1,0,0,1,5,0,0,5
955,1,0,0,1,5,0,0,5
956,1,0,0,1,5,0,0,5
957,1,0,0,1,5,0,0,5
958,1,0,0,1,5,0,0,5
959,1,0,0,1,5,0,0,5
960,1,0,0,1,5,0,0,5
961,1,0,0,1,5,0,0,5
962,1,0,0,1,5,0,0,5
963,1,0,0,1,5,0,0,5
964,1,0,0,1,5,0,0,5
965,1,0,0,1,5,0,0,5
966,1,0,0,1,5,0,0,5
967,1,0,0,1,5,0,0,5
968,1,0,0,1,5,0,0,5
969,1,0,0,1,5,0,0,5
970,1,0,0,1,5,0,0,5
971,1,0,0,1,5,0,0,5
972,1,0,0,1,5,0,0,5
973,1,0,0,1,5,0,0,5
974,1,0,0,1,5,0,0,5
975,1,0,0,1,5,0,0,5
976,1,0,0,1,5,0,0,5
977,1,0,0,1,5,0,0,5
978,1,0,0,1,5,0,0,5
979,1,0,0,1,5,0,0,5
980,1,0,0,1,5,0,0,5
981,1,0,0,1,5,0,0,5
982,1,0,0,1,5,0,0,5
983,1,0,0,1,5,0,0,5
984,1,0,0,1,5,0,0,5
985,1,0,0,1,5,0,0,5
986,1,0,0,1,5,0,0,5
987,1,0,0,1,5,0,0,5
988,1,0,0,1,5,0,0,5
989,1,0,0,1,5,0,0,5
990,1,0,0,1,5,0,0,5
991,1,0,0,1,5,0,0,5
992,1,0,0,1,5,0,0,5
993,1,0,0,1,5,0,0,5
994,1,0,0,1,5,0,0,5
995,1,0,0,1,5,0,0,5
996,1,0,0,1,5,0,0,5
997,1,0,0,1,5,0,0,5
998,1,0,0,1,5,0,0,5
999,1,0,0,1,5,0,0,5
1000,1,0,0,1,5,0,0,5
1001,1,0,0,1,5,0,0,5
1002,1,0,0,1,5,0,0,5
1003,1,0,0,1,5,0,0,5
1004,1,0,0,1,5,0,0,5
1005,1,0,0,1,5,0,0,5
1006,1,0,0,1,5,0,0,5
1007,1,0,0,1,5,0,0,5
1008,1,0,0,1,5,0,0,5
1009,1,0,0,1,5,0,0,5
1010,1,0,0,1,5,0,0,5
1011,1,0,0,1,5,0,0,5
1012,1,0,0,1,5,0,0,5
1013,1,0,0,1,5,0,0,5
1014,1,0,0,1,5,0,0,5
1015,1,0,0,1,5,0,0,5
1016,1,0,0,1,5,0,0,5
1017,1,0,0,1,5,0,0,5
1018,1,0,0,1,5,0,0,5
1019,1,0,0,1,5,0,0,5
1020,1,0,0,1,5,0,0,5
1021,1,0,0,1,5,0,0,5
1022,1,0,0,1,5,0,0,5
1023,1,0,0,1,5,0,0,5
1024,1,0,0,1,5,0,0,5
1025,1,0,0,1,5,0,0,5
1026,1,0,0,1,5,0,0,5
1027,1,0,0,1,5,0,0,5
1028,1,0,0,1,5,0,0,5
1029,1,0,0,1,5,0,0,5
1030,1,0,0,1,5,0,0,5
1031,1,0,0,1,5,0,0,5
1032,1,0,0,1,5,0,0,5
1033,1,0,0,1,5,0,0,5
1034,1,0,0,1,5,0,0,5
1035,1,0,0,1,5,0,0,5
1036,1,0,0,1,5,0,0,5
1037,1,0,0,1,5,0,0,5
1038,1,0,0,1,5,0,0,5
1039,1,0,0,1,5,0,0,5
1040,1,0,0,1,5,0,0,5
1041,1,0,0,1,5,0,0,5
1042,1,0,0,1,5,0,0,5
1043,1,0,0,1,5,0,0,5
1044,1,0,0,1,5,0,0,5
1045,1,0,0,1,5,0,0,5
1046,1,0,0,1,5,0,0,5
1047,1,0,0,1,5,0,0,5
1048,1,0,0,1,5,0,0,5
1049,1,0,0,1,5,0,0,5
1050,1,0,0,1,5,0,0,5
1051,1,0,0,1,5,0,0,5
1052,1,0,0,1,5,0,0,5
1053,1,0,0,1,5,0,0,5
1054,1,0,0,1,5,0,0,5
1055,1,0,0,1,5,0,0,5
1056,1,0,0,1,5,0,0,5
1057,1,0,0,1,5,0,0,5
1058,1,0,0,1,5,0,0,5
1059,1,0,0,1,5,0,0,5
1060,1,0,0,1,5,0,0,5
1061,1,0,0,1,5,0,0,5
1062,1,0,0,1,5,0,0,5
1063,1,0,0,1,5,0,0,5
1064,1,0,0,1,5,0,0,5
1065,1,0,0,1,5,0,0,5
1066,1,0,0,1,5,0,0,5
1067,1,0,0,1,5,0,0,5
1068,1,0,0,1,5,0,0,5
1069,1,0,0,1,5,0,0,5
1070,1,0,0,1,5,0,0,5
1071,1,0,0,1,5,0,0,5
1072,1,0,0,1,5,0,0,5
1073,1,0,0,1,5,0,0,5
1074,1,0,0,1,5,0,0,5
1075,1,0,0,1,5,0,0,5
1076,1,0,0,1,5,0,0,5
1077,1,0,0,1,5,0,0,5
1078,1,0,0,1,5,0,0,5
1079,1,0,0,1,5,0,0,5
1080,1,0,0,1,5,0,0,5
1081,1,0,0,1,5,0,0,5
1082,1,0,0,1,5,0,0,5
1083,1,0,0,1,5,0,0,5
1084,1,0,0,1,5,0,0,5
1085,1,0,0,1,5,0,0,5
1086,1,0,0,1,5,0,0,5
1087,1,0,0,1,5,0,0,5
1088,1,0,0,1,5,0,0,5
1089,1,1,0,2,5,10,0,15
1090,1,1,0,2,5,10,0,15
1091,1,1,0,2,5,10,0,15
1092,1,1,0,2,5,10,0,15
1093,1,1,0,2,5,10,0,15
1094,1,1,0,2,5,10,0,15
1095,1,1,0,2,5,10,0,15
1096,1,1,0,2,5,10,0,15
1097,1,1,0,2,5,10,0,15
1098,1,1,0,2,5,10,0,15
1099,1,1,0,2,5,10,0,15
1100,1,1,0,2,5,10,0,15
1101,1,1,0,2,5,10,0,15
1102,1,1,0,2,5,10,0,15
1103,1,1,0,2,5,10,0,15
1104,1,1,0,2,5,10,0,15
1105,1,1,0,2,5,10,0,15
1106,1,1,0,2,5,10,0,15
1107,1,1,0,2,5,10,0,15
1108,1,1,0,2,5,10,0,15
1109,1,1,0,2,5,10,0,15
1110,1,1,0,2,5,10,0,15
1111,1,1,0,2,5,10,0,15
1112,1,1,0,2,5,10,0,15
1113,1,1,0,2,5,10,0,15
1114,1,1,0,2,5,10,0,15
1115,1,1,0,2,5,10,0,15
1116,1,1,0,2,5,10,0,15
1117,1,1,0,2,5,10,0,15
1118,1,1,0,2,5,10,0,15
1119,1,1,0,2,5,10,0,15
1120,1,1,0,2,5,10,0,15
1121,1,1,0,2,5,10,0,15
1122,1,1,0,2,5,10,0,15
1123,1,1,0,2,5,10,0,15
1124,1,1,0,2,5,10,0,15
1125,1,1,0,2,5,10,0,15
1126,1,1,0,2,5,10,0,15
1127,1,1,0,2,5,10,0,15
1128,1,1,0,2,5,10,0,15
1129,1,1,0,2,5,10,0,15
1130,1,1,0,2,5,10,0,15
1131,1,1,0,2,5,10,0,15
1132,1,1,0,2,5,10,0,15
1133,1,1,0,2,5,10,0,15
1134,1,1,0,2,5,10,0,15
1135,1,1,0,2,5,10,0,15
1136,1,1,0,2,5,10,0,15
1137,1,1,0,2,5,10,0,15
1138,1,1,0,2,5,10,0,15
1139,1,1,0,2,5,10,0,15
1140,1,1,0,2,5,10,0,15
1141,1,1,0,2,5,10,0,15
1142,1,1,0,2,5,10,0,15
1143,1,1,0,2,5,10,0,15
1144,1,1,0,2,5,10,0,15
1145,1,1,0,2,5,10,0,15
1146,1,1,0,2,5,10,0,15
1147,1,1,0,2,5,10,0,15
1148,1,1,0,2,5,10,0,15
1149,1,1,0,2,5,10,0,15
1150,1,1,0,2,5,10,0,15
1151,1,1,0,2,5,10,0,15
1152,1,1,0,2,5,10,0,15
1153,1,1,0,2,5,10,0,15
1154,1,1,0,2,5,10,0,15
1155,1,1,0,2,5,10,0,15
1156,1,1,0,2,5,10,0,15
1157,1,1,0,2,5,10,0,15
1158,1,1,0,2,5,10,0,15
1159,1,1,0,2,5,10,0,15
1160,1,1,0,2,5,10,0,15
1161,1,1,0,2,5,10,0,15
1162,1,1,0,2,5,10,0,15
1163,1,1,0,2,5,10,0,15
1164,1,1,0,2,5,10,0,15
1165,1,1,0,2,5,10,0,15
1166,1,1,0,2,5,10,0,15
1167,1,1,0,2,5,10,0,15
1168,1,1,0,2,5,10,0,15
1169,1,1,0,2,5,10,0,15
1170,1,1,0,2,5,10,0,15
1171,1,1,0,2,5,10,0,15
1172,1,1,0,2,5,10,0,15
1173,1,1,0,2,5,10,0,15
1174,1,1,0,2,5,10,0,15
1175,1,1,0,2,5,10,0,15
1176,1,1,0,2,5,10,0,15
1177,1,1,0,2,5,10,0,15
1178,1,1,0,2,5,10,0,15
1179,1,1,0,2,5,10,0,15
1180,1,1,0,2,5,10,0,15
1181,1,1,0,2,5,10,0,15
1182,1,1,0,2,5,10,0,15
1183,1,1,0,2,5,10,0,15
1184,1,1,0,2,5,10,0,15
1185,1,1,0,2,5,10,0,15
1186,1,1,0,2,5,10,0,15
1187,1,1,0,2,5,10,0,15
1188,1,1,0,2,5,10,0,15
1189,1,1,0,2,5,10,0,15
1190,1,1,0,2,5,10,0,15
1191,1,1,0,2,5,10,0,15
1192,1,1,0,2,5,10,0,15
1193,1,1,0,2,5,10,0,15
1194,1,1,0,2,5,10,0,15
1195,1,1,0,2,5,10,0,15
1196,1,1,0,2,5,10,0,15
1197,1,1,0,2,5,10,0,15
1198,1,1,0,2,5,10,0,15
1199,1,1,0,2,5,10,0,15
1200,1,1,0,2,5,10,0,15
1201,1,1,0,2,5,10,0,15
1202,1,1,0,2,5,10,0,15
1203,1,1,0,2,5,10,0,15
1204,1,1,0,2,5,10,0,15
1205,1,1,0,2,5,10,0,15
1206,1,1,0,2,5,10,0,15
1207,1,1,0,2,5,10,0,15
1208,1,1,0,2,5,10,0,15
1209,1,1,0,2,5,10,0,15
1210,1,1,0,2,5,10,0,15
1211,1,1,0,2,5,10,0,15
1212,1,1,0,2,5,10,0,15
1213,1,1,0,2,5,10,0,15
1214,1,1,0,2,5,10,0,15
1215,1,1,0,2,5,10,0,15
1216,1,1,0,2,5,10,0,15
1217,1,1,0,2,5,10,0,15
1218,1,1,0,2,5,10,0,15
1219,1,1,0,2,5,10,0,15
1220,1,1,0,2,5,10,0,15
1221,1,1,0,2,5,10,0,15
1222,1,1,0,2,5,10,0,15
1223,1,1,0,2,5,10,0,15
1224,1,1,0,2,5,10,0,15
1225,1,1,0,2,5,10,0,15
1226,1,1,0,2,5,10,0,15
1227,1,1,0,2,5,10,0,15
1228,1,1,0,2,5,10,0,15
1229,1,1,0,2,5,10,0,15
1230,1,1,0,2,5,10,0,15
1231,1,1,0,2,5,10,0,15
1232,1,1,0,2,5,10,0,15
1233,1,1,0,2,5,10,0,15
1234,1,1,0,2,5,10,0,15
1235,1,1,0,2,5,10,0,15
1236,1,1,0,2,5,10,0,15
1237,1,1,0,2,5,10,0,15
1238,1,1,0,2,5,10,0,15
1239,1,1,0,2,5,10,0,15
1240,1,1,0,2,5,10,0,15
1241,1,1,0,2,5,10,0,15
1242,1,1,0,2,5,10,0,15
1243,1,1,0,2,5,10,0,15
1244,1,1,0,2,5,10,0,15
1245,1,1,0,2,5,10,0,15
1246,1,1,0,2,5,10,0,15
1247,1,1,0,2,5,10,0,15
1248,1,1,0,2,5,10,0,15
1249,1,1,0,2,5,10,0,15
1250,1,1,0,2,5,10,0,15
1251,1,1,0,2,5,10,0,15
1252,1,1,0,2,5,10,0,15
1253,1,1,0,2,5,10,0,15
1254,1,1,0,2,5,10,0,15
1255,1,1,0,2,5,10,0,15
1256,1,1,0,2,5,10,0,15
1257,1,1,0,2,5,10,0,15
1258,1,1,0,2,5,10,0,15
1259,1,1,0,2,5,10,0,15
1260,1,1,0,2,5,10,0,15
1261,1,1,0,2,5,10,0,15
1262,1,1,0,2,5,10,0,15
1263,1,1,0,2,5,10,0,15
1264,1,1,0,2,5,10,0,15
1265,1,1,0,2,5,10,0,15
1266,1,1,0,2,5,10,0,15
1267,1,1,0,2,5,10,0,15
1268,1,1,0,2,5,10,0,15
1269,1,1,0,2,5,10,0,15
1270,1,1,0,2,5,10,0,15
1271,1,1,0,2,5,10,0,15
1272,1,1,0,2,5,10,0,15
1273,1,1,0,2,5,10,0,15
1274,1,1,0,2,5,10,0,15
1275,1,1,0,2,5,10,0,15
1276,1,1,0,2,5,10,0,15
1277,1,1,0,2,5,10,0,15
1278,1,1,0,2,5,10,0,15
1279,1,1,0,2,5,10,0,15
1280,1,1,0,2,5,10,0,15
1281,1,1,0,2,5,10,0,15
1282,1,1,0,2,5,10,0,15
1283,1,1,0,2,5,10,0,15
1284,1,1,0,2,5,10,0,15
1285,1,1,0,2,5,10,0,15
1286,1,1,0,2,5,10,0,15
1287,1,1,0,2,5,10,0,15
1288,1,1,0,2,5,10,0,15
1289,1,1,0,2,5,10,0,15
1290,1,1,0,2,5,10,0,15
1291,1,1,0,2,5,10,0,15
1292,1,1,0,2,5,10,0,15
1293,1,1,0,2,5,10,0,15
1294,1,1,0,2,5,10,0,15
1295,1,1,0,2,5,10,0,15
1296,1,1,0,2,5,10,0,15
1297,1,1,0,2,5,10,0,15
1298,1,1,0,2,5,10,0,15
1299,1,1,0,2,5,10,0,15
1300,1,1,0,2,5,10,0,15
1301,1,1,0,2,5,10,0,15
1302,1,1,0,2,5,10,0,15
1303,1,1,0,2,5,10,0,15
1304,1,1,0,2,5,10,0,15
1305,1,1,0,2,5,10,0,15
1306,1,1,0,2,5,10,0,15
1307,1,1,0,2,5,10,0,15
1308,1,1,0,2,5,10,0,15
1309,1,1,0,2,5,10,0,15
1310,1,1,0,2,5,10,0,15
1311,1,1,0,2,5,10,0,15
1312,1,1,0,2,5,10,0,15
1313,1,1,0,2,5,10,0,15
1314,1,1,0,2,5,10,0,15
1315,1,1,0,2,5,10,0,15
1316,1,1,0,2,5,10,0,15
1317,1,1,0,2,5,10,0,15
1318,1,1,0,2,5,10,0,15
1319,1,1,0,2,5,10,0,15
1320,1,1,0,2,5,10,0,15
1321,1,1,0,2,5,10,0,15
1322,1,1,0,2,5,10,0,15
1323,1,1,0,2,5,10,0,15
1324,1,1,0,2,5,10,0,15
1325,1,1,0,2,5,10,0,15
1326,1,1,0,2,5,10,0,15
1327,1,1,0,2,5,10,0,15
1328,1,1,0,2,5,10,0,15
1329,1,1,0,2,5,10,0,15
1330,1,1,0,2,5,10,0,15
1331,1,1,0,2,5,10,0,15
1332,1,1,0,2,5,10,0,15
1333,1,1,0,2,5,10,0,15
1334,1,1,0,2,5,10,0,15
1335,1,1,0,2,5,10,0,15
1336,1,1,0,2,5,10,0,15
1337,1,1,0,2,5,10,0,15
1338,1,1,0,2,5,10,0,15
1339,1,1,0,2,5,10,0,15
1340,1,1,0,2,5,10,0,15
1341,1,1,0,2,5,10,0,15
1342,1,1,0,2,5,10,0,15
1343,1,1,0,2,5,10,0,15
1344,1,1,0,2,5,10,0,15
1345,1,1,0,2,5,10,0,15
1346,1,1,0,2,5,10,0,15
1347,1,1,0,2,5,10,0,15
1348,1,1,0,2,5,10,0,15
1349,1,1,0,2,5,10,0,15
1350,1,1,0,2,5,10,0,15
1351,1,1,0,2,5,10,0,15
1352,1,1,0,2,5,10,0,15
1353,1,1,0,2,5,10,0,15
1354,1,1,0,2,5,10,0,15
1355,1,1,0,2,5,10,0,15
1356,1,1,0,2,5,10,0,15
1357,1,1,0,2,5,10,0,15
1358,1,1,0,2,5,10,0,15
1359,1,1,0,2,5,10,0,15
1360,1,1,0,2,5,10,0,15
1361,1,1,0,2,5,10,0,15
1362,1,1,0,2,5,10,0,15
1363,1,1,0,2,5,10,0,15
1364,1,1,0,2,5,10,0,15
1365,1,1,0,2,5,10,0,15
1366,1,1,0,2,5,10,0,15
1367,1,1,0,2,5,10,0,15
1368,1,1,0,2,5,10,0,15
1369,1,1,0,2,5,10,0,15
1370,1,1,0,2,5,10,0,15
1371,1,1,0,2,5,10,0,15
1372,1,1,0,2,5,10,0,15
1373,1,1,0,2,5,10,0,15
1374,1,1,0,2,5,10,0,15
1375,1,1,0,2,5,10,0,15
1376,1,1,0,2,5,10,0,15
1377,1,1,0,2,5,10,0,15
1378,1,1,0,2,5,10,0,15
1379,1,1,0,2,5,10,0,15
1380,1,1,0,2,5,10,0,15
1381,1,1,0,2,5,10,0,15
1382,1,1,0,2,5,10,0,15
1383,1,1,0,2,5,10,0,15
1384,1,1,0,2,5,10,0,15
1385,1,1,0,2,5,10,0,15
1386,1,1,0,2,5,10,0,15
1387,1,1,0,2,5,10,0,15
1388,1,1,0,2,5,10,0,15
1389,1,1,0,2,5,10,0,15
1390,1,1,0,2,5,10,0,15
1391,1,1,0,2,5,10,0,15
1392,1,1,0,2,5,10,0,15
1393,1,1,0,2,5,10,0,15
1394,1,1,0,2,5,10,0,15
1395,1,1,0,2,5,10,0,15
1396,1,1,0,2,5,10,0,15
1397,1,1,0,2,5,10,0,15
1398,1,1,0,2,5,10,0,15
1399,1,1,0,2,5,10,0,15
1400,1,1,0,2,5,10,0,15
1401,1,1,0,2,5,10,0,15
1402,1,1,0,2,5,10,0,15
1403,1,1,0,2,5,10,0,15
1404,1,1,0,2,5,10,0,15
1405,1,1,0,2,5,10,0,15
1406,1,1,0,2,5,10,0,15
1407,1,1,0,2,5,10,0,15
1408,1,1,0,2,5,10,0,15
1409,1,1,0,2,5,10,0,15
1410,1,1,0,2,5,10,0,15
1411,1,1,0,2,5,10,0,15
1412,1,1,0,2,5,10,0,15
1413,1,1,0,2,5,10,0,15
1414,1,1,0,2,5,10,0,15
1415,1,1,0,2,5,10,0,15
1416,1,1,0,2,5,10,0,15
1417,1,1,0,2,5,10,0,15
1418,1,1,0,2,5,10,0,15
1419,1,1,0,2,5,10,0,15
1420,1,1,0,2,5,10,0,15
1421,1,1,0,2,5,10,0,15
1422,1,1,0,2,5,10,0,15
1423,1,1,0,2,5,10,0,15
1424,1,1,0,2,5,10,0,15
1425,1,1,0,2,5,10,0,15
1426,1,1,0,2,5,10,0,15
1427,1,1,0,2,5,10,0,15
1428,1,1,0,2,5,10,0,15
1429,1,1,0,2,5,10,0,15
1430,1,1,0,2,5,10,0,15
1431,1,1,0,2,5,10,0,15
1432,1,1,0,2,5,10,0,15
1433,1,1,0,2,5,10,0,15
1434,1,1,0,2,5,10,0,15
1435,1,1,0,2,5,10,0,15
1436,1,1,0,2,5,10,0,15
1437,1,1,0,2,5,10,0,15
1438,1,1,0,2,5,10,0,15
1439,1,1,0,2,5,10,0,15
1440,1,1,0,2,5,10,0,15
1441,1,1,0,2,5,10,0,15
1442,1,1,0,2,5,10,0,15
1443,1,1,0,2,5,10,0,15
1444,1,1,0,2,5,10,0,15
1445,1,1,0,2,5,10,0,15
1446,1,1,0,2,5,10,0,15
1447,1,1,0,2,5,10,0,15
1448,1,1,0,2,5,10,0,15
1449,1,1,0,2,5,10,0,15
1450,1,1,0,2,5,10,0,15
1451,1,1,0,2,5,10,0,15
1452,1,1,0,2,5,10,0,15
1453,1,1,0,2,5,10,0,15
1454,1,1,0,2,5,10,0,15
1455,1,1,0,2,5,10,0,15
1456,1,1,0,2,5,10,0,15
1457,1,1,0,2,5,10,0,15
1458,1,1,0,2,5,10,0,15
1459,1,1,0,2,5,10,0,15
1460,1,1,0,2,5,10,0,15
1461,1,1,0,2,5,10,0,15
1462,1,1,0,2,5,10,0,15
1463,1,1,0,2,5,10,0,15
1464,1,1,0,2,5,10,0,15
1465,1,1,0,2,5,10,0,15
1466,1,1,0,2,5,10,0,15
1467,1,1,0,2,5,10,0,15
1468,1,1,0,2,5,10,0,15
1469,1,1,0,2,5,10,0,15
1470,1,1,0,2,5,10,0,15
1471,1,1,0,2,5,10,0,15
1472,1,1,0,2,5,10,0,15
1473,1,1,0,2,5,10,0,15
1474,1,1,0,2,5,10,0,15
1475,1,1,0,2,5,10,0,15
1476,1,1,0,2,5,10,0,15
1477,1,1,0,2,5,10,0,15
1478,1,1,0,2,5,10,0,15
1479,1,1,0,2,5,10,0,15
1480,1,1,0,2,5,10,0,15
1481,1,1,0,2,5,10,0,15
1482,1,1,0,2,5,10,0,15
1483,1,1,0,2,5,10,0,15
1484,1,1,0,2,5,10,0,15
1485,1,1,0,2,5,10,0,15
1486,1,1,0,2,5,10,0,15
1487,1,1,0,2,5,10,0,15
1488,1,1,0,2,5,10,0,15
1489,1,1,0,2,5,10,0,15
1490,1,1,0,2,5,10,0,15
1491,1,1,0,2,5,10,0,15
1492,1,1,0,2,5,10,0,15
1493,1,1,0,2,5,10,0,15
1494,1,1,0,2,5,10,0,15
1495,1,1,0,2,5,10,0,15
1496,1,1,0,2,5,10,0,15
1497,1,1,0,2,5,10,0,15
1498,1,1,0,2,5,10,0,15
1499,1,1,0,2,5,10,0,15
1500,1,1,0,2,5,10,0,15
1501,1,1,0,2,5,10,0,15
1502,1,1,0,2,5,10,0,15
1503,1,1,0,2,5,10,0,15
1504,1,1,0,2,5,10,0,15
1505,1,1,0,2,5,10,0,15
1506,1,1,0,2,5,10,0,15
1507,1,1,0,2,5,10,0,15
1508,1,1,0,2,5,10,0,15
1509,1,1,0,2,5,10,0,15
1510,1,1,0,2,5,10,0,15
1511,1,1,0,2,5,10,0,15
1512,1,1,0,2,5,10,0,15
1513,1,1,0,2,5,10,0,15
1514,1,1,0,2,5,10,0,15
1515,1,1,0,2,5,10,0,15
1516,1,1,0,2,5,10,0,15
1517,1,1,0,2,5,10,0,15
1518,1,1,0,2,5,10,0,15
